"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
250,1,2022-07-10 12:57:46,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Full Time","N","Mjallby AIF",4.25,"Bet Lost"
251,1,2022-07-10 14:10:26,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","AIK",3.15,"Bet Lost"
252,1,2022-07-10 15:39:29,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Corners by Home Team 14.5","Y","Over",2.85,"Bet Lost"
253,1,2022-07-09 08:35:50,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","N","Over",2.48,"Bet Won"
254,1,2022-07-09 16:33:22,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","N","Degerfors IF",3.4,"Bet Lost"
254,2,2022-07-10 12:34:16,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","X",3.7,"Bet Won"
254,3,2022-07-10 12:34:34,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","IF Elfsborg",2.1,"Bet Lost"
255,1,2022-07-10 16:37:25,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",1.76,"Bet Won"
256,1,2022-07-05 20:14:10,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals 2.5","Y","Over",2.16,"Bet Lost"
257,1,2022-07-05 20:31:32,"YES","Orgryte IS - Orebro SK","Superettan","Three way 1x2","Full Time","Y","Orebro SK",11.5,"Bet Lost"
257,2,2022-07-09 12:56:49,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Three Way Handicap","3-Way Handicap - 1st Half -1","N","IF Brommapojkarna",4.6,"Bet Won"
257,3,2022-07-09 15:00:02,"YES","Norrby IF - Vaster?s SK FK","Superettan","Occurrence To Happen","Both Teams To Score - 1st Half","Y","Yes",4.2,"Bet Lost"
258,1,2022-07-09 12:57:43,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Double Chance","Double Chance","N","1X",1.14,"Bet Won"
258,2,2022-07-09 14:54:53,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Double Chance","Double Chance","N","12",1.14,"Bet Won"
258,3,2022-07-10 12:58:09,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Double Chance","Double Chance","N","1X",1.21,"Bet Won"
258,4,2022-07-10 14:58:22,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Double Chance","Double Chance","N","X2",1.28,"Bet Won"
258,5,2022-07-10 16:54:58,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Double Chance","Double Chance","N","1X",1.18,"Bet Won"
259,1,2022-07-10 14:53:06,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","N","AIK",3.4,"Bet Lost"
260,1,2022-07-10 12:57:54,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals 2.5","N","Over",2,"Bet Lost"
261,1,2022-07-09 14:54:27,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","N","Malmo FF",1.64,"Bet Won"
261,2,2022-07-10 13:32:33,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals 2.5","N","Over",1.83,"Bet Won"
262,1,2022-07-09 17:30:36,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","Y","IFK Norrkoping",2.04,"Bet Lost"
263,1,2022-07-10 15:37:35,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Corners - 1st Half 8.5","Y","Over",1.52,"Bet Won"
264,1,2022-07-10 18:09:12,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Double Chance","Double Chance","Y","1X",1.58,"Bet Won"
265,1,2022-07-10 15:20:09,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Corners - 1st Half 8.5","Y","Over",2.6,"Bet Won"
265,2,2022-07-10 16:14:05,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Corners by Home Team 14.5","Y","Over",3.5,"Bet Lost"
266,1,2022-07-09 15:41:11,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Home Team 1.5","Y","Over",1.97,"Bet Won"
267,1,2022-07-05 14:12:13,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.38,"Bet Won"
268,1,2022-07-08 20:57:42,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Occurrence To Happen","Both Teams To Score","N","Yes",2.23,"Bet Lost"
268,2,2022-07-10 10:30:35,"YES","IF Elfsborg - AIK","Allsvenskan","Asian Handicap","Asian Handicap 0","N","AIK",2.6,"Bet Won"
269,1,2022-07-10 17:29:03,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals by Away Team 0.5","N","Under",2.33,"Bet Lost"
270,1,2022-07-10 14:40:53,"YES","Utsiktens BK - Osters IF","Superettan","Over Under","Total Goals 1.5","N","Over",1.3,"Bet Won"
271,3,2022-07-09 14:19:01,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Result","Correct Score - 1st Half","N","1-0",3.35,"Bet Won"
271,4,2022-07-09 14:23:49,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Corners 9.5","Y","Over",1.77,"Bet Won"
271,5,2022-07-09 14:41:56,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals 5.5","Y","Over",2.43,"Bet Lost"
271,6,2022-07-09 16:31:28,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Asian Over/Under","Asian Total 3","N","Under",1.78,"Bet Won"
271,7,2022-07-09 23:45:39,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Most Corners","N","AIK",2.75,"Bet Won"
271,8,2022-07-10 16:03:11,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners by Away Team 7.5","Y","Over",1.88,"Bet Won"
272,1,2022-07-10 17:35:14,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Two Way Handicap Draw No Bet","Handicap -1.5","Y","Kalmar FF",2.95,"Bet Lost"
273,1,2022-07-10 16:38:59,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals by Away Team 2.5","Y","Over",5.4,"Bet Lost"
274,1,2022-07-09 13:40:46,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals - 1st Half 2.5","Y","Over",4.75,"Bet Won"
275,1,2022-07-10 16:01:18,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over/Under","Total Shots on Target 8.5","N","Over",1.72,"Bet Lost"
276,1,2022-07-09 16:01:18,"YES","Norrby IF - Vaster?s SK FK","Superettan","Over Under","Total Goals 2.5","Y","Over",2.1,"Bet Lost"
276,2,2022-07-09 18:36:14,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",2.12,"Bet Lost"
277,1,2022-07-09 11:43:21,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.68,"Bet Won"
277,2,2022-07-09 17:03:02,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 2.5","N","Over",1.62,"Bet Lost"
278,1,2022-07-10 14:32:41,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Away Team 0.5","Y","Over",5,"Bet Lost"
278,2,2022-07-10 14:32:41,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Over",3,"Bet Lost"
279,1,2022-07-09 15:16:47,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","Y","Malmo FF",2.02,"Bet Won"
279,2,2022-07-09 15:31:00,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","Y","Malmo FF",2.9,"Bet Won"
279,3,2022-07-10 14:11:16,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Over",1.82,"Bet Lost"
279,4,2022-07-10 14:15:55,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Over",1.97,"Bet Lost"
279,5,2022-07-10 14:28:39,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Over",2.65,"Bet Lost"
279,6,2022-07-10 14:38:40,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Over",3.75,"Bet Lost"
280,1,2022-07-07 14:23:22,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Three way 1x2","Full Time","N","Jonkopings Sodra IF",2,"Bet Won"
281,1,2022-07-10 16:20:55,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",1.43,"Bet Won"
282,1,2022-07-10 17:21:53,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over/Under","Total Shots on Target by Home Team 4.5","N","Over",1.72,"Bet Lost"
283,1,2022-07-05 18:20:47,"YES","Orgryte IS - Orebro SK","Superettan","Three Way Handicap","3-Way Handicap -1","N","Orgryte IS",4,"Bet Won"
283,2,2022-07-10 14:04:26,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Three Way Handicap","3-Way Handicap -1","Y","Jonkopings Sodra IF",2.32,"Bet Lost"
284,1,2022-07-10 16:01:20,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",3.35,"Bet Lost"
285,1,2022-07-09 15:06:33,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners - 1st Half 6.5","Y","Over",2.04,"Bet Lost"
285,2,2022-07-09 16:13:49,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Home Team 12.5","Y","Over",2.06,"Bet Lost"
285,3,2022-07-09 16:48:52,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners 11.5","Y","Under",2.05,"Bet Won"
286,1,2022-07-10 16:57:34,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",5.25,"Bet Lost"
287,1,2022-07-10 13:22:59,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Corners 6.5","Y","Under",2.6,"Bet Lost"
288,1,2022-07-05 19:34:21,"YES","Orgryte IS - Orebro SK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.32,"Bet Lost"
289,1,2022-07-09 15:40:26,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Occurrence To Happen","Corner {0}:00-{1}:59 - 2nd Half","Y","Yes",2.05,"Bet Won"
289,2,2022-07-09 15:57:26,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Varbergs BoIS",4.8,"Bet Lost"
289,3,2022-07-09 16:13:35,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Home Team 13.5","Y","Over",3.35,"Bet Lost"
289,7,2022-07-10 15:38:11,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Occurrence To Happen","Corner {0}:00-{1}:59 - 1st Half","Y","Yes",2.2,"Bet Lost"
290,1,2022-07-10 16:30:19,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners 20.5","Y","Over",3.25,"Bet Lost"
291,1,2022-07-09 14:51:57,"YES","Norrby IF - Vaster?s SK FK","Superettan","Three way 1x2","Full Time","N","Vaster?s SK FK",4.5,"Bet Lost"
292,1,2022-07-09 13:48:53,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three Way Handicap","3-Way Handicap - 1st Half -1","N","Malmo FF",3.55,"Bet Lost"
292,2,2022-07-09 16:05:44,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Home Team 3.5","Y","Over",6.25,"Bet Lost"
292,5,2022-07-10 16:16:15,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals by Home Team 1.5","Y","Over",1.83,"Bet Won"
293,1,2022-07-09 15:32:45,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.4,"Bet Won"
294,1,2022-07-10 15:01:42,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","IF Elfsborg",2.14,"Bet Lost"
294,2,2022-07-10 19:02:08,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","Y","Kalmar FF",2.1,"Bet Lost"
295,1,2022-07-10 17:33:40,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",1.56,"Bet Won"
296,1,2022-07-09 15:01:14,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","Yes",1.89,"Bet Lost"
297,1,2022-07-09 17:08:49,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","N","IFK Norrkoping",2.04,"Bet Lost"
298,1,2022-07-09 10:49:19,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Away Team 6.5","N","Over",2.5,"Bet Won"
298,2,2022-07-09 15:53:40,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",2.95,"Bet Lost"
298,3,2022-07-09 16:14:23,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners by Home Team 12.5","Y","Over",2.14,"Bet Lost"
298,4,2022-07-09 17:30:21,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Away Team 6.5","Y","Over",2.25,"Bet Won"
298,5,2022-07-09 17:39:35,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 7.5","Y","Over",1.44,"Bet Won"
298,6,2022-07-10 15:47:22,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Corners by Home Team 9.5","Y","Over",2.2,"Bet Won"
299,1,2022-07-10 18:34:55,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Double Chance","Double Chance","Y","X2",1.87,"Bet Won"
300,1,2022-07-09 14:31:45,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Corners 11.5","N","Over",2.35,"Bet Lost"
300,2,2022-07-09 14:32:36,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","N","Over",2.25,"Bet Lost"
300,3,2022-07-09 17:26:01,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Asian Handicap","Asian Handicap 1.5","N","IFK Norrkoping",3.8,"Bet Lost"
301,1,2022-07-05 16:14:20,"YES","Orgryte IS - Orebro SK","Superettan","Occurrence To Happen","Both Teams To Score","N","Yes",1.83,"Bet Lost"
301,2,2022-07-05 18:40:46,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Asian Over/Under","Asian Total - 1st Half 1","N","Over",1.62,"Bet Won"
301,3,2022-07-05 18:41:12,"YES","Orgryte IS - Orebro SK","Superettan","Asian Over/Under","Asian Total - 1st Half 1","N","Over",1.84,"Bet Won"
302,1,2022-07-09 12:59:23,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Asian Handicap","Asian Handicap -1","N","IF Brommapojkarna",1.82,"Bet Won"
303,1,2022-07-10 18:20:25,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners - 1st Half 3.5","Y","Over",1.35,"Bet Won"
304,3,2022-07-10 17:20:44,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",1.75,"Bet Lost"
305,1,2022-07-09 15:09:07,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Race To Value","First Corner (Draw: No Corner) {0}:00-{1}:59 - 1st Half","Y","Malmo FF",3.2,"Bet Lost"
305,2,2022-07-09 15:39:26,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Race To Value","First Corner (Draw: No Corner) {0}:00-{1}:59 - 1st Half","Y","Malmo FF",3,"Bet Lost"
306,1,2022-07-10 15:05:49,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",3.35,"Bet Lost"
306,2,2022-07-10 16:03:25,"YES","IF Elfsborg - AIK","Allsvenskan","Three way 1x2","Full Time","Y","AIK",3.35,"Bet Lost"
307,1,2022-07-09 13:21:37,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals - {0}:00-{1}:59 2.5","Y","Over",3.85,"Bet Lost"
307,2,2022-07-09 13:30:21,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",3.25,"Bet Lost"
307,3,2022-07-09 14:43:48,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals 5.5","Y","Over",2.85,"Bet Lost"
307,4,2022-07-09 14:44:02,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Dalkurd FF",7,"Bet Lost"
307,5,2022-07-09 15:03:41,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",5.2,"Bet Lost"
307,6,2022-07-09 17:44:49,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals - {0}:00-{1}:59 1.5","Y","Over",2.65,"Bet Lost"
307,7,2022-07-10 15:15:41,"YES","Utsiktens BK - Osters IF","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",2.85,"Bet Won"
307,8,2022-07-10 17:02:17,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",4.8,"Bet Lost"
307,9,2022-07-10 17:24:06,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",4.6,"Bet Won"
307,10,2022-07-10 17:30:21,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",4.6,"Bet Lost"
307,11,2022-07-10 18:12:02,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",4.3,"Bet Won"
307,12,2022-07-10 18:20:52,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",3.9,"Bet Won"
307,13,2022-07-10 18:32:45,"YES","Skovde AIK - Orgryte IS","Superettan","Over Under","Total Goals - {0}:00-{1}:59 1.5","Y","Over",2.2,"Bet Lost"
308,1,2022-07-09 16:34:14,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","N","IFK Norrkoping",2.1,"Bet Lost"
309,1,2022-07-09 17:37:23,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","Y","IFK Norrkoping",1.38,"Bet Lost"
309,2,2022-07-10 14:50:58,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Full Time","N","BK Hacken",2.04,"Bet Won"
310,1,2022-07-09 10:01:10,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",1.33,"Bet Won"
310,2,2022-07-09 15:40:34,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Three way 1x2","Half Time","Y","X",1.21,"Bet Lost"
310,3,2022-07-09 18:01:20,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Next Occurrence Number Draw No Bet","Next Goal, No Goal No Bet ({0})","Y","IFK Norrkoping",1.76,"Bet Lost"
310,4,2022-07-09 18:02:57,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","Y","IFK Norrkoping",1.34,"Bet Lost"
311,1,2022-07-04 20:53:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Three way 1x2","Full Time","N","IFK Norrkoping",1.95,"Bet Lost"
312,1,2022-07-05 19:00:33,"YES","Halmstads BK - Jonkopings Sodra IF","Superettan","Over Under","Total Corners - 1st Half 4.5","Y","Over",1.6,"Bet Lost"
313,1,2022-07-10 16:02:40,"YES","IF Elfsborg - AIK","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","AIK",2.55,"Bet Won"
313,2,2022-07-10 16:02:56,"YES","IF Elfsborg - AIK","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","IF Elfsborg",2.1,"Bet Lost"
314,1,2022-07-10 15:04:20,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Full Time","Y","BK Hacken",1.88,"Bet Won"
315,1,2022-07-10 15:23:48,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",2.06,"Bet Won"
315,2,2022-07-10 15:24:05,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Over Under","Total Goals by Home Team - 1st Half 0.5","Y","Over",3.8,"Bet Won"
315,3,2022-07-10 15:24:30,"YES","Utsiktens BK - Osters IF","Superettan","Over Under","Total Goals by Away Team - 1st Half 1.5","Y","Over",3.55,"Bet Lost"
316,2,2022-07-05 01:14:37,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Away Team 0.5","N","Over",2.02,"Bet Lost"
316,1,2022-07-05 01:14:37,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Away Team 0.5","N","Over",2.02,"Bet Lost"
316,3,2022-07-05 21:50:28,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Away Team 1.5","N","Over",6.75,"Bet Lost"
316,4,2022-07-05 21:50:31,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Away Team 1.5","N","Over",6.75,"Bet Lost"
316,5,2022-07-10 12:53:28,"YES","IF Elfsborg - AIK","Allsvenskan","Asian Handicap","Asian Handicap 0","N","AIK",2.55,"Bet Won"
317,1,2022-07-09 13:50:19,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals 4.5","Y","Over",1.11,"Bet Won"
317,2,2022-07-09 15:05:48,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.29,"Bet Won"
317,3,2022-07-09 16:07:19,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",1.17,"Bet Won"
318,1,2022-07-09 17:29:03,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Away Team 6.5","N","Over",2.3,"Bet Lost"
318,2,2022-07-09 17:29:36,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Away Team 6.5","N","Over",2.3,"Bet Lost"
319,1,2022-07-09 15:21:50,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.02,"Bet Won"
319,2,2022-07-10 15:08:50,"YES","IF Elfsborg - AIK","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.03,"Bet Won"
319,3,2022-07-10 18:13:17,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 5.5","Y","Under",1.02,"Bet Won"
320,1,2022-07-09 17:40:01,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",1.42,"Bet Lost"
321,1,2022-07-09 13:01:22,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals by Home Team - 1st Half 0.5","Y","Over",1.42,"Bet Won"
321,2,2022-07-09 13:13:11,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",1.38,"Bet Won"
321,3,2022-07-09 13:16:18,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals - 1st Half 2.5","Y","Over",1.41,"Bet Won"
321,4,2022-07-09 14:16:01,"YES","IF Brommapojkarna - Dalkurd FF","Superettan","Over Under","Total Goals by Home Team 5.5","Y","Over",1.44,"Bet Lost"
321,5,2022-07-09 14:53:07,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Over Under","Total Goals by Home Team - 1st Half 0.5","N","Over",1.41,"Bet Won"
321,6,2022-07-09 14:53:57,"YES","Norrby IF - Vaster?s SK FK","Superettan","Over Under","Total Goals - 1st Half 0.5","N","Over",1.26,"Bet Won"
321,7,2022-07-09 16:08:31,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.48,"Bet Won"
321,8,2022-07-09 16:08:39,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.48,"Bet Won"
321,9,2022-07-09 16:27:07,"YES","Malmo FF - Varbergs BoIS","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",1.79,"Bet Won"
321,10,2022-07-09 17:33:22,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.32,"Bet Won"
321,11,2022-07-09 17:40:30,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",1.42,"Bet Lost"
321,12,2022-07-09 18:43:51,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Goals 1.5","Y","Over",1.32,"Bet Won"
321,13,2022-07-10 13:05:16,"YES","Jonkopings Sodra IF - Ostersunds FK","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",1.43,"Bet Lost"
322,1,2022-07-10 19:08:04,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Goals 2.5","Y","Under",2.55,"Bet Won"
323,1,2022-07-05 20:10:02,"YES","Orgryte IS - Orebro SK","Superettan","Occurrence To Happen","Corner {0}:00-{1}:59 - 2nd Half","Y","Yes",2.15,"Bet Won"
323,2,2022-07-05 20:28:53,"YES","Orgryte IS - Orebro SK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Orebro SK",2.45,"Bet Lost"
323,3,2022-07-09 18:35:02,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Occurrence To Happen","Corner {0}:00-{1}:59 - 2nd Half","Y","Yes",2.1,"Bet Lost"
324,1,2022-07-10 16:56:23,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Three Way Handicap","3-Way Handicap 1","N","IK Sirius FK",13,"Bet Lost"
325,1,2022-07-10 18:46:42,"YES","Kalmar FF - IK Sirius FK","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.8,"Bet Won"
326,1,2022-07-09 19:12:38,"YES","Degerfors IF - IFK Norrkoping","Allsvenskan","Over Under","Total Corners by Home Team 8.5","Y","Over",2.08,"Bet Lost"
326,2,2022-07-09 23:07:01,"YES","Mjallby AIF - BK Hacken","Allsvenskan","Three way 1x2","Full Time","N","BK Hacken",2,"Bet Won"
