"Player_no","PLAYER_BET_NUMBER","BET_PLACED_DATE","OVER_1000_SEK","EVENT_NAME","LEAGUE","BET_OFFER_TYPE","CRITERIA_NAME","IS_LIVE","BET_LABEL","ODDS","BET_OUTCOME"
90,1,2022-07-12 21:31:48,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.2,"Bet Won"
90,2,2022-07-16 13:53:34,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.2,"Bet Won"
91,1,2022-07-16 08:25:07,"YES","AIK - Kalmar FF","Allsvenskan","Asian Handicap","Asian Handicap -1","N","AIK",2.7,"Bet Won"
92,1,2022-07-12 19:06:13,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals - {0}:00-{1}:59 0.5","Y","Over",3.95,"Bet Lost"
92,2,2022-07-17 16:44:12,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","Y","X",9.5,"Bet Lost"
93,1,2022-07-17 13:49:46,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.83,"Bet Won"
94,1,2022-07-12 09:36:48,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Landskrona BoIS",4.5,"Bet Won"
95,1,2022-07-16 16:22:28,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",2.4,"Bet Lost"
96,1,2022-07-12 19:10:55,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Handicap","Asian Handicap ({0} - {1}) 0.5","Y","Halmstads BK",1.83,"Bet Lost"
97,1,2022-07-16 17:18:24,"YES","Ostersunds FK - Osters IF","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Osters IF",1.43,"Bet Won"
98,1,2022-07-16 15:25:46,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",1.56,"Bet Lost"
99,1,2022-07-13 17:39:17,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Double Chance","Double Chance","N","X2",1.66,"Bet Lost"
99,2,2022-07-13 17:40:56,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Over Under","Total Corners 10.5","N","Over",1.98,"Bet Lost"
100,1,2022-07-12 19:00:12,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","Y","Over",2,"Bet Won"
101,1,2022-07-16 15:48:47,"YES","Dalkurd FF - Orebro SK","Superettan","Three way 1x2","Full Time","Y","Orebro SK",1.1,"Bet Won"
102,1,2022-07-16 10:28:36,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
102,2,2022-07-16 10:28:44,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","N","IK Brage",3.1,"Bet Lost"
103,1,2022-07-16 15:05:24,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals - 1st Half 1.5","Y","Over",2.8,"Bet Lost"
103,2,2022-07-17 16:03:14,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals - {0}:00-{1}:59 1.5","Y","Over",2.75,"Bet Lost"
104,1,2022-07-16 17:20:07,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners 12.5","N","Over",4.3,"Bet Lost"
104,2,2022-07-17 14:51:41,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners 13.5","N","Over",3.55,"Bet Lost"
105,1,2022-07-17 16:05:07,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","Y","Mjallby AIF",12,"Bet Lost"
106,1,2022-07-17 10:24:29,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
107,1,2022-07-15 22:05:01,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
108,1,2022-07-17 14:52:32,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.6,"Bet Lost"
109,1,2022-07-12 18:23:10,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","N","Over",2.05,"Bet Won"
109,2,2022-07-16 14:53:04,"YES","Skovde AIK - IK Brage","Superettan","Over Under","Total Goals 2.5","N","Over",1.83,"Bet Lost"
110,1,2022-07-17 15:35:06,"YES","Halmstads BK - Utsiktens BK","Superettan","Over Under","Total Corners - 1st Half 9.5","Y","Over",2.45,"Bet Lost"
111,1,2022-07-17 13:00:53,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.8,"Bet Won"
112,1,2022-07-16 17:31:02,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",3.5,"Bet Lost"
113,1,2022-07-12 19:29:13,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals - 1st Half 2.5","Y","Over",2.48,"Bet Lost"
113,2,2022-07-16 16:20:08,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 3.5","Y","Over",3.1,"Bet Lost"
114,1,2022-07-16 15:10:56,"YES","Skovde AIK - IK Brage","Superettan","Over Under","Total Goals 3.5","Y","Under",1.83,"Bet Won"
115,1,2022-07-16 15:07:02,"YES","Dalkurd FF - Orebro SK","Superettan","Three way 1x2","Half Time","Y","Orebro SK",1.26,"Bet Won"
115,2,2022-07-16 15:17:34,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Half Time","Y","Malmo FF",1.23,"Bet Won"
115,3,2022-07-16 16:57:03,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Goals by Away Team 1.5","N","Under",1.17,"Bet Won"
115,4,2022-07-17 15:11:52,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Over Under","Total Goals by Away Team - 1st Half 0.5","Y","Under",1.44,"Bet Won"
116,1,2022-07-16 17:33:02,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","Y","Djurg?rdens IF",1.45,"Bet Won"
116,2,2022-07-17 15:00:21,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Over",1.44,"Bet Won"
117,1,2022-07-15 22:58:00,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.26,"Bet Won"
117,2,2022-07-16 14:21:05,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Away Team 6.5","N","Over",2.6,"Bet Won"
117,3,2022-07-16 16:37:21,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",2.02,"Bet Won"
117,4,2022-07-16 23:00:05,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Full Time","N","X",3.65,"Bet Won"
117,5,2022-07-17 13:57:19,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Full Time","N","X",3.3,"Bet Won"
118,1,2022-07-16 18:30:41,"YES","Ostersunds FK - Osters IF","Superettan","Three way 1x2","Full Time","Y","Osters IF",3.1,"Bet Lost"
119,1,2022-07-17 14:40:16,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","Kalmar FF",4.85,"Bet Lost"
120,1,2022-07-11 18:40:14,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.5,"Bet Won"
120,2,2022-07-16 20:11:01,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.96,"Bet Won"
121,1,2022-07-16 17:04:29,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","HT/FT","Half Time/Full Time","N","1/1",1.98,"Bet Won"
122,1,2022-07-17 15:16:45,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Next Occurrence Number Draw No Bet","Next Corner, No Corner No Bet ({0})","Y","Hammarby IF",1.83,"Bet Lost"
123,1,2022-07-12 02:54:28,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.78,"Bet Won"
124,1,2022-07-12 20:56:28,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Landskrona BoIS",1.09,"Bet Won"
125,1,2022-07-16 14:11:55,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
126,1,2022-07-12 19:38:41,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","Y","Trelleborgs FF",3.15,"Bet Lost"
127,1,2022-07-16 15:16:36,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",1.73,"Bet Won"
128,1,2022-07-14 15:14:54,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners 10.5","N","Under",1.77,"Bet Lost"
129,1,2022-07-17 15:25:57,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals by Home Team 0.5","Y","Under",3.1,"Bet Lost"
130,1,2022-07-16 17:15:05,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
131,1,2022-07-16 17:28:05,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",2.02,"Bet Won"
132,1,2022-07-17 14:48:16,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",1.92,"Bet Won"
133,1,2022-07-16 16:25:55,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Malmo FF",2.55,"Bet Won"
134,1,2022-07-17 12:36:03,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Full Time","N","Landskrona BoIS",3.35,"Bet Lost"
135,1,2022-07-16 16:52:47,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
136,1,2022-07-16 17:25:44,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
137,1,2022-07-12 20:42:34,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Goals by Home Team 2.5","Y","Under",1.14,"Bet Won"
137,2,2022-07-16 16:49:00,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","No",1.07,"Bet Won"
137,3,2022-07-16 18:45:56,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Goals by Home Team 1.5","Y","Under",1.04,"Bet Won"
137,4,2022-07-17 16:45:40,"YES","AIK - Kalmar FF","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","No",1.05,"Bet Won"
138,1,2022-07-16 01:51:44,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.26,"Bet Won"
139,1,2022-07-06 13:25:02,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","N","Under",2.23,"Bet Lost"
139,2,2022-07-16 14:52:40,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Home Team 4.5","N","Over",1.63,"Bet Won"
140,1,2022-07-16 09:45:20,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","N","Malmo FF",2.3,"Bet Won"
140,2,2022-07-16 23:09:45,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",2,"Bet Won"
141,1,2022-07-16 17:20:15,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
142,1,2022-07-16 20:55:24,"YES","Helsingborgs IF - GIF Sundsvall","Allsvenskan","Result","Correct Score","N","1-1",6.75,"Bet Won"
142,2,2022-07-16 20:55:39,"YES","Helsingborgs IF - GIF Sundsvall","Allsvenskan","Result","Correct Score","N","2-2",12.5,"Bet Won"
142,3,2022-07-16 21:02:36,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Three way 1x2","Full Time","N","X",3.6,"Bet Won"
142,4,2022-07-17 18:45:37,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Three way 1x2","Full Time","N","X",3.6,"Bet Won"
142,5,2022-07-17 18:45:51,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Result","Correct Score","N","1-1",6.5,"Bet Won"
142,6,2022-07-17 18:46:05,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Result","Correct Score","N","2-2",14,"Bet Won"
142,7,2022-07-17 19:41:45,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Result","Correct Score","N","1-1",6.5,"Bet Won"
142,8,2022-07-17 19:42:00,"YES","Varbergs BoIS - Helsingborgs IF","Allsvenskan","Result","Correct Score","N","2-2",14,"Bet Won"
143,1,2022-07-16 18:28:56,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 7.5","Y","Over",1.26,"Bet Won"
144,1,2022-07-17 16:30:05,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 5.5","Y","Over",2.85,"Bet Won"
144,2,2022-07-17 16:30:49,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Away Team 6.5","Y","Over",2.32,"Bet Lost"
145,1,2022-07-12 18:31:33,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.8,"Bet Lost"
145,2,2022-07-16 09:51:33,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
145,3,2022-07-17 07:03:40,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",1.96,"Bet Won"
146,1,2022-07-16 17:36:31,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Two Way Handicap Draw No Bet","Handicap - 1st Half -1.5","Y","Djurg?rdens IF",5.5,"Bet Won"
146,2,2022-07-16 18:49:21,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Player Occurrence Number","Scorer of Goal ({0}) - Full Time (For own goals, the subsequent scorer will be deemed the winner)","Y","Asoro, Joel",6.25,"Bet Lost"
147,1,2022-07-17 15:26:26,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","Y","AIK",1.98,"Bet Won"
148,1,2022-07-12 19:22:25,"YES","Landskrona BoIS - Halmstads BK","Superettan","Occurrence To Happen","Both Teams To Score","Y","Yes",2.2,"Bet Won"
149,1,2022-07-17 16:07:27,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Hammarby IF",1.94,"Bet Won"
150,1,2022-07-16 17:38:34,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three Way Handicap","3-Way Handicap -1","Y","Djurg?rdens IF",2.18,"Bet Won"
151,1,2022-07-16 15:02:27,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Full Time","Y","Malmo FF",1.93,"Bet Won"
151,2,2022-07-16 17:02:34,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1.5","N","Djurg?rdens IF",2.12,"Bet Won"
151,3,2022-07-17 13:53:33,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.83,"Bet Won"
152,1,2022-07-16 14:30:01,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Double Chance","Double Chance","N","1X",1.73,"Bet Lost"
153,1,2022-07-16 18:03:12,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Corners 11.5","Y","Over",2.8,"Bet Lost"
153,2,2022-07-17 14:36:02,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.95,"Bet Lost"
153,3,2022-07-17 15:49:17,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners by Away Team 4.5","Y","Over",3.3,"Bet Lost"
154,1,2022-07-12 19:02:52,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Over/Under","Asian Total - 1st Half 1","Y","Over",1.92,"Bet Won"
154,2,2022-07-12 20:19:22,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","Y","Over",2.55,"Bet Won"
154,3,2022-07-12 20:52:50,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Halmstads BK",5.4,"Bet Lost"
154,4,2022-07-16 17:05:30,"YES","Ostersunds FK - Osters IF","Superettan","Over Under","Total Goals - 1st Half 1.5","Y","Over",3.3,"Bet Lost"
154,5,2022-07-17 13:25:26,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Occurrence To Happen","Both Teams To Score","Y","Yes",1.98,"Bet Won"
155,1,2022-07-16 16:29:32,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners by Away Team 8.5","Y","Over",2.65,"Bet Won"
155,4,2022-07-16 18:42:20,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 9.5","Y","Over",2.55,"Bet Lost"
156,1,2022-07-16 17:43:18,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Half Time","Y","Djurg?rdens IF",2.06,"Bet Won"
156,2,2022-07-17 15:19:25,"YES","Halmstads BK - Utsiktens BK","Superettan","Three way 1x2","Half Time","Y","Halmstads BK",2.7,"Bet Won"
156,3,2022-07-17 15:19:54,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Over Under","Total Goals by Away Team - 1st Half 0.5","Y","Over",3.85,"Bet Lost"
156,4,2022-07-17 16:02:48,"YES","Halmstads BK - Utsiktens BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Halmstads BK",1.91,"Bet Won"
157,1,2022-07-16 14:48:14,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
158,1,2022-07-12 17:47:03,"YES","Orebro SK - Trelleborgs FF","Superettan","Asian Handicap","Asian Handicap 0","N","Trelleborgs FF",1.98,"Bet Won"
158,2,2022-07-17 14:44:26,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.85,"Bet Won"
159,1,2022-07-17 15:19:49,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals - 1st Half 0.5","Y","Under",1.89,"Bet Lost"
159,2,2022-07-17 16:33:37,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Goals 1.5","Y","Under",1.65,"Bet Won"
160,1,2022-07-11 23:45:51,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.47,"Bet Won"
161,1,2022-01-07 12:44:36,"YES","Allsvenskan 2022","Allsvenskan","Position","Season Finishing Position","N","AIK",6,"Bet Won"
162,1,2022-07-16 14:11:10,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Double Chance","Double Chance","N","X2",1.38,"Bet Won"
163,2,2022-07-12 18:58:35,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Half Time","N","Halmstads BK",2.5,"Bet Won"
163,1,2022-07-12 18:58:35,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Goals 2.5","N","Over",2.05,"Bet Won"
163,3,2022-07-12 18:58:35,"YES","Landskrona BoIS - Halmstads BK","Superettan","Two Way Handicap Draw No Bet","Handicap 1.5","N","Halmstads BK",3.35,"Bet Lost"
164,1,2022-07-16 15:17:35,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 10.5","Y","Under",1.75,"Bet Lost"
164,2,2022-07-16 15:24:44,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 12.5","Y","Under",1.76,"Bet Lost"
164,3,2022-07-16 15:59:51,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Corners 14.5","Y","Under",1.9,"Bet Lost"
165,1,2022-07-12 20:44:26,"YES","Landskrona BoIS - Halmstads BK","Superettan","Over Under","Total Corners 10.5","Y","Over",2.12,"Bet Lost"
165,2,2022-07-17 15:01:02,"YES","AIK - Kalmar FF","Allsvenskan","Over Under","Total Corners by Away Team 3.5","Y","Over",1.58,"Bet Lost"
166,1,2022-07-12 19:10:58,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Halmstads BK",1.83,"Bet Lost"
167,1,2022-07-17 14:27:36,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","AIK",1.92,"Bet Won"
167,2,2022-07-17 14:27:54,"YES","IK Sirius FK - Degerfors IF","Allsvenskan","Three way 1x2","Full Time","N","IK Sirius FK",1.83,"Bet Won"
168,1,2022-07-16 14:05:31,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Three way 1x2","Half Time","N","Malmo FF",2.75,"Bet Won"
169,1,2022-07-09 00:21:44,"YES","Allsvenskan 2022","Allsvenskan","Position","Season Finishing Position","N","Djurg?rdens IF",4,"Bet Won"
170,1,2022-07-16 16:43:37,"YES","Skovde AIK - IK Brage","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","IK Brage",8.5,"Bet Lost"
170,2,2022-07-16 16:45:30,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Over Under","Total Goals 2.5","Y","Over",3.05,"Bet Lost"
171,1,2022-07-16 15:03:31,"YES","IFK Norrkoping - Malmo FF","Allsvenskan","Occurrence To Happen","Both Teams To Score","Y","Yes",1.71,"Bet Lost"
172,1,2022-07-16 17:25:16,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",2.02,"Bet Won"
173,1,2022-07-12 19:01:21,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Half Time","Y","Orebro SK",3.15,"Bet Won"
173,2,2022-07-12 19:30:12,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three Way Handicap","3-Way Handicap - 1st Half 1","Y","Landskrona BoIS",6,"Bet Lost"
173,3,2022-07-12 20:06:43,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,4,2022-07-12 20:09:15,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,5,2022-07-12 20:10:49,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.6,"Bet Won"
173,6,2022-07-12 20:40:32,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","Y","Landskrona BoIS",7,"Bet Won"
173,7,2022-07-16 15:06:29,"YES","Dalkurd FF - Orebro SK","Superettan","Double Chance","Double Chance - 1st Half","Y","1X",3.6,"Bet Lost"
173,8,2022-07-17 13:21:33,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Three way 1x2","Half Time","Y","Landskrona BoIS",4.75,"Bet Won"
173,9,2022-07-17 14:18:05,"YES","Vaster?s SK FK - Landskrona BoIS","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Landskrona BoIS",3.05,"Bet Won"
173,10,2022-07-17 14:52:58,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Three way 1x2","Half Time","N","IFK Goteborg",2.8,"Bet Won"
174,1,2022-07-11 20:55:24,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Three way 1x2","Full Time","N","Hammarby IF",2,"Bet Won"
175,1,2022-07-16 10:21:19,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.43,"Bet Won"
176,1,2022-07-12 17:48:15,"YES","Orebro SK - Trelleborgs FF","Superettan","Three way 1x2","Full Time","N","Orebro SK",2.5,"Bet Lost"
177,1,2022-07-12 17:06:18,"YES","Landskrona BoIS - Halmstads BK","Superettan","Three way 1x2","Full Time","N","Halmstads BK",1.88,"Bet Lost"
178,1,2022-07-17 14:03:33,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 7.5","N","Over",2.48,"Bet Lost"
179,1,2022-07-16 16:20:48,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three way 1x2","Full Time","N","Djurg?rdens IF",1.42,"Bet Won"
180,1,2022-07-16 12:09:48,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Three Way Handicap","3-Way Handicap -1","N","Djurg?rdens IF",2,"Bet Won"
181,1,2022-07-16 14:08:07,"YES","Skovde AIK - IK Brage","Superettan","Three way 1x2","Full Time","N","Skovde AIK",2.25,"Bet Won"
182,1,2022-07-17 14:18:05,"YES","AIK - Kalmar FF","Allsvenskan","Asian Handicap","Asian Handicap -1","N","AIK",2.63,"Bet Won"
183,1,2022-07-12 20:19:32,"YES","Landskrona BoIS - Halmstads BK","Superettan","Next Occurrence Number","Next Goal ({0}) (Draw: No More Goals)","Y","Halmstads BK",1.88,"Bet Lost"
184,1,2022-07-17 15:06:41,"YES","Halmstads BK - Utsiktens BK","Superettan","Over Under","Total Corners - 1st Half 7.5","Y","Over",2.05,"Bet Won"
185,1,2022-07-16 14:42:59,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1.5","N","Djurg?rdens IF",2.12,"Bet Won"
185,2,2022-07-17 14:52:07,"YES","Hammarby IF - IF Elfsborg","Allsvenskan","Over Under","Total Corners by Home Team 6.5","N","Over",1.88,"Bet Lost"
186,1,2022-07-11 21:02:36,"YES","Djurg?rdens IF - IFK Varnamo","Allsvenskan","Asian Handicap","Asian Handicap -1","N","Djurg?rdens IF",1.84,"Bet Won"
187,1,2022-07-17 14:56:32,"YES","AIK - Kalmar FF","Allsvenskan","Player Occurrence Line","To score 1","N","Guidetti, John - Yes",2.38,"Bet Lost"
188,1,2022-07-17 14:26:12,"YES","AIK - Kalmar FF","Allsvenskan","Three way 1x2","Full Time","N","X",3.6,"Bet Lost"
189,1,2022-07-12 20:04:41,"YES","Orebro SK - Trelleborgs FF","Superettan","Over Under","Total Corners 7.5","Y","Over",1.54,"Bet Lost"
190,1,2022-07-17 15:19:16,"YES","IFK Goteborg - Mjallby AIF","Allsvenskan","Asian Over/Under","Asian Total - 1st Half 0.5","Y","Over",2.08,"Bet Won"
191,1,2022-07-12 18:49:27,"YES","Landskrona BoIS - Halmstads BK","Superettan","Asian Over/Under","Asian Total 2.25","N","Over",1.78,"Bet Won"
